COMPANY,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2016,SEPTEMBER,09,564
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2016,SEPTEMBER,09,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2016,SEPTEMBER,09,2
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2016,SEPTEMBER,09,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2016,SEPTEMBER,09,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2016,SEPTEMBER,09,2
BOLD POINT CONSTRUCTION,BANGLADESH,2016,SEPTEMBER,09,4
BOLD POINT CONSTRUCTION,INDIAN,2016,SEPTEMBER,09,11
HIGH-END BUSINESS SERVICES,INDIAN,2016,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2016,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2016,SEPTEMBER,09,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2016,SEPTEMBER,09,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,2016,SEPTEMBER,09,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2016,SEPTEMBER,09,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2016,SEPTEMBER,09,20
NEW ROTANA ENTERPRISES LLC,INDIAN,2016,SEPTEMBER,09,35
NEW ROTANA ENTERPRISES LLC,OMANI,2016,SEPTEMBER,09,7
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2016,SEPTEMBER,09,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2016,SEPTEMBER,09,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2016,SEPTEMBER,09,1
THOMAS ALEXANDER,INDIAN,2016,SEPTEMBER,09,3
THOMAS ALEXANDER,PHILIPPINE,2016,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2016,OCTOBER  ,10,22
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2016,OCTOBER  ,10,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2016,OCTOBER  ,10,"2,652"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2016,OCTOBER  ,10,"3,547"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2016,OCTOBER  ,10,25
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2016,OCTOBER  ,10,562
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2016,OCTOBER  ,10,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2016,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2016,OCTOBER  ,10,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2016,OCTOBER  ,10,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2016,OCTOBER  ,10,2
BOLD POINT CONSTRUCTION,BANGLADESH,2016,OCTOBER  ,10,4
BOLD POINT CONSTRUCTION,INDIAN,2016,OCTOBER  ,10,11
HIGH-END BUSINESS SERVICES,INDIAN,2016,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2016,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2016,OCTOBER  ,10,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2016,OCTOBER  ,10,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,2016,OCTOBER  ,10,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2016,OCTOBER  ,10,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2016,OCTOBER  ,10,23
NEW ROTANA ENTERPRISES LLC,INDIAN,2016,OCTOBER  ,10,35
NEW ROTANA ENTERPRISES LLC,OMANI,2016,OCTOBER  ,10,7
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2016,OCTOBER  ,10,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2016,OCTOBER  ,10,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2016,OCTOBER  ,10,1
THOMAS ALEXANDER,INDIAN,2016,OCTOBER  ,10,3
THOMAS ALEXANDER,PHILIPPINE,2016,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2016,NOVEMBER ,11,22
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2016,NOVEMBER ,11,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2016,NOVEMBER ,11,"2,608"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2016,NOVEMBER ,11,"3,332"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2016,NOVEMBER ,11,25
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2016,NOVEMBER ,11,545
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2016,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2016,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2016,NOVEMBER ,11,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2016,NOVEMBER ,11,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2016,NOVEMBER ,11,2
BOLD POINT CONSTRUCTION,BANGLADESH,2016,NOVEMBER ,11,4
BOLD POINT CONSTRUCTION,INDIAN,2016,NOVEMBER ,11,11
HIGH-END BUSINESS SERVICES,INDIAN,2016,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2016,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2016,NOVEMBER ,11,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2016,NOVEMBER ,11,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,2016,NOVEMBER ,11,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2016,NOVEMBER ,11,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2016,NOVEMBER ,11,20
NEW ROTANA ENTERPRISES LLC,INDIAN,2016,NOVEMBER ,11,35
NEW ROTANA ENTERPRISES LLC,OMANI,2016,NOVEMBER ,11,7
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2016,NOVEMBER ,11,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2016,NOVEMBER ,11,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2016,NOVEMBER ,11,1
THOMAS ALEXANDER,INDIAN,2016,NOVEMBER ,11,4
THOMAS ALEXANDER,PHILIPPINE,2016,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2016,DECEMBER ,12,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2016,DECEMBER ,12,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2016,DECEMBER ,12,"2,586"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2016,DECEMBER ,12,"3,187"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2016,DECEMBER ,12,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2016,DECEMBER ,12,514
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2016,DECEMBER ,12,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2016,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2016,DECEMBER ,12,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2016,DECEMBER ,12,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2016,DECEMBER ,12,2
BOLD POINT CONSTRUCTION,BANGLADESH,2016,DECEMBER ,12,4
BOLD POINT CONSTRUCTION,INDIAN,2016,DECEMBER ,12,12
HIGH-END BUSINESS SERVICES,INDIAN,2016,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2016,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2016,DECEMBER ,12,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2016,DECEMBER ,12,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,2016,DECEMBER ,12,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2016,DECEMBER ,12,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2016,DECEMBER ,12,23
NEW ROTANA ENTERPRISES LLC,INDIAN,2016,DECEMBER ,12,35
NEW ROTANA ENTERPRISES LLC,OMANI,2016,DECEMBER ,12,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2016,DECEMBER ,12,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2016,DECEMBER ,12,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2016,DECEMBER ,12,1
THOMAS ALEXANDER,INDIAN,2016,DECEMBER ,12,4
THOMAS ALEXANDER,PHILIPPINE,2016,DECEMBER ,12,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,JANUARY  ,01,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,JANUARY  ,01,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,JANUARY  ,01,"2,567"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,JANUARY  ,01,"3,076"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,JANUARY  ,01,20
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,JANUARY  ,01,512
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,JANUARY  ,01,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,JANUARY  ,01,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,JANUARY  ,01,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,JANUARY  ,01,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,JANUARY  ,01,4
BOLD POINT CONSTRUCTION,INDIAN,2017,JANUARY  ,01,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,JANUARY  ,01,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,JANUARY  ,01,14
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,JANUARY  ,01,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,JANUARY  ,01,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,JANUARY  ,01,25
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,JANUARY  ,01,34
NEW ROTANA ENTERPRISES LLC,OMANI,2017,JANUARY  ,01,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,JANUARY  ,01,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,JANUARY  ,01,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,JANUARY  ,01,1
THOMAS ALEXANDER,INDIAN,2017,JANUARY  ,01,4
THOMAS ALEXANDER,PHILIPPINE,2017,JANUARY  ,01,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,FEBRUARY ,02,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,FEBRUARY ,02,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,FEBRUARY ,02,"2,552"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,FEBRUARY ,02,"2,972"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,FEBRUARY ,02,20
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,FEBRUARY ,02,504
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,FEBRUARY ,02,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,FEBRUARY ,02,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,FEBRUARY ,02,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,FEBRUARY ,02,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,FEBRUARY ,02,4
BOLD POINT CONSTRUCTION,INDIAN,2017,FEBRUARY ,02,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,FEBRUARY ,02,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,FEBRUARY ,02,14
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,FEBRUARY ,02,2
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,FEBRUARY ,02,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,FEBRUARY ,02,30
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,FEBRUARY ,02,32
NEW ROTANA ENTERPRISES LLC,OMANI,2017,FEBRUARY ,02,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,FEBRUARY ,02,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,FEBRUARY ,02,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,FEBRUARY ,02,1
THOMAS ALEXANDER,INDIAN,2017,FEBRUARY ,02,4
THOMAS ALEXANDER,PHILIPPINE,2017,FEBRUARY ,02,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,MARCH    ,03,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,MARCH    ,03,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,MARCH    ,03,"2,541"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,MARCH    ,03,"2,904"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,MARCH    ,03,20
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,MARCH    ,03,502
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,MARCH    ,03,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,MARCH    ,03,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,MARCH    ,03,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,MARCH    ,03,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,MARCH    ,03,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,MARCH    ,03,4
BOLD POINT CONSTRUCTION,INDIAN,2017,MARCH    ,03,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,MARCH    ,03,7
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,MARCH    ,03,14
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,MARCH    ,03,3
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,MARCH    ,03,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,MARCH    ,03,35
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,MARCH    ,03,32
NEW ROTANA ENTERPRISES LLC,OMANI,2017,MARCH    ,03,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,MARCH    ,03,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,MARCH    ,03,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,MARCH    ,03,1
THOMAS ALEXANDER,INDIAN,2017,MARCH    ,03,4
THOMAS ALEXANDER,PHILIPPINE,2017,MARCH    ,03,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,APRIL    ,04,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,APRIL    ,04,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,APRIL    ,04,"2,526"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,APRIL    ,04,"2,846"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,APRIL    ,04,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,APRIL    ,04,496
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,APRIL    ,04,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,APRIL    ,04,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,APRIL    ,04,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,APRIL    ,04,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,APRIL    ,04,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,APRIL    ,04,4
BOLD POINT CONSTRUCTION,INDIAN,2017,APRIL    ,04,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,APRIL    ,04,8
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,APRIL    ,04,15
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,APRIL    ,04,3
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,APRIL    ,04,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,APRIL    ,04,41
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,APRIL    ,04,28
NEW ROTANA ENTERPRISES LLC,OMANI,2017,APRIL    ,04,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,APRIL    ,04,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,APRIL    ,04,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,APRIL    ,04,1
THOMAS ALEXANDER,INDIAN,2017,APRIL    ,04,4
THOMAS ALEXANDER,PHILIPPINE,2017,APRIL    ,04,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,MAY      ,05,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,MAY      ,05,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,MAY      ,05,"2,511"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,MAY      ,05,"2,809"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,MAY      ,05,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,MAY      ,05,513
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,MAY      ,05,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,MAY      ,05,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,MAY      ,05,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,MAY      ,05,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,MAY      ,05,4
BOLD POINT CONSTRUCTION,INDIAN,2017,MAY      ,05,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,MAY      ,05,8
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,MAY      ,05,16
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,MAY      ,05,3
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,MAY      ,05,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,MAY      ,05,41
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,MAY      ,05,28
NEW ROTANA ENTERPRISES LLC,OMANI,2017,MAY      ,05,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,MAY      ,05,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,MAY      ,05,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,MAY      ,05,1
THOMAS ALEXANDER,INDIAN,2017,MAY      ,05,4
THOMAS ALEXANDER,PHILIPPINE,2017,MAY      ,05,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,JUNE     ,06,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,JUNE     ,06,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,JUNE     ,06,"2,483"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,JUNE     ,06,"2,741"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,JUNE     ,06,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,JUNE     ,06,507
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,JUNE     ,06,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,JUNE     ,06,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,JUNE     ,06,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,JUNE     ,06,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,JUNE     ,06,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,JUNE     ,06,4
BOLD POINT CONSTRUCTION,INDIAN,2017,JUNE     ,06,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,JUNE     ,06,8
INSIGHT ENGINEERING CONSULTANTS,AUSTRALIAN,2017,JUNE     ,06,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,JUNE     ,06,16
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,JUNE     ,06,3
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,JUNE     ,06,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,JUNE     ,06,41
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,JUNE     ,06,28
NEW ROTANA ENTERPRISES LLC,OMANI,2017,JUNE     ,06,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,JUNE     ,06,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,JUNE     ,06,17
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,JUNE     ,06,1
THOMAS ALEXANDER,INDIAN,2017,JUNE     ,06,4
THOMAS ALEXANDER,PHILIPPINE,2017,JUNE     ,06,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,JULY     ,07,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,JULY     ,07,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,JULY     ,07,"2,471"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,JULY     ,07,"2,703"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,JULY     ,07,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,JULY     ,07,508
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,JULY     ,07,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SRILENKAN,2017,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2017,JULY     ,07,10
AL RASD CONSTRUCTION SPC,BANGLADESH,2017,JULY     ,07,35
AL RASD CONSTRUCTION SPC,INDIAN,2017,JULY     ,07,45
AL RASD CONSTRUCTION SPC,OMANI,2017,JULY     ,07,5
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2017,JULY     ,07,2
BOLD POINT CONSTRUCTION,BANGLADESH,2017,JULY     ,07,4
BOLD POINT CONSTRUCTION,INDIAN,2017,JULY     ,07,12
HIGH-END BUSINESS SERVICES,INDIAN,2017,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2017,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2017,JULY     ,07,8
INSIGHT ENGINEERING CONSULTANTS,AUSTRALIAN,2017,JULY     ,07,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2017,JULY     ,07,16
INSIGHT ENGINEERING CONSULTANTS,OMANI,2017,JULY     ,07,3
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2017,JULY     ,07,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2017,JULY     ,07,41
NEW ROTANA ENTERPRISES LLC,INDIAN,2017,JULY     ,07,28
NEW ROTANA ENTERPRISES LLC,OMANI,2017,JULY     ,07,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2017,JULY     ,07,8
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2017,JULY     ,07,18
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2017,JULY     ,07,1
THOMAS ALEXANDER,INDIAN,2017,JULY     ,07,3
THOMAS ALEXANDER,PHILIPPINE,2017,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2017,AUGUST   ,08,19
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2017,AUGUST   ,08,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2017,AUGUST   ,08,"2,448"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2017,AUGUST   ,08,"2,669"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2017,AUGUST   ,08,17
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2017,AUGUST   ,08,511
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2017,AUGUST   ,08,1
